decision,application_year,processing_time_days_clean,submission_month,submission_dayofweek,submission_quarter,decision_binary,applicant_country_Bangladesh,applicant_country_Brazil,applicant_country_Canada,applicant_country_China,applicant_country_France,applicant_country_Germany,applicant_country_India,applicant_country_Kenya,applicant_country_Nepal,applicant_country_Nigeria,applicant_country_Pakistan,applicant_country_Philippines,applicant_country_Saudi Arabia,applicant_country_South Africa,applicant_country_Sri Lanka,applicant_country_Turkey,applicant_country_UAE,applicant_country_United Kingdom,applicant_country_United States,visa_type_Employment,visa_type_Permanent Residency,visa_type_Skilled Migration,visa_type_Student,visa_type_Tourist,visa_type_Visit,visa_type_Work,processing_center_Berlin,processing_center_Delhi,processing_center_London,processing_center_New York,processing_center_Ottawa,processing_center_Singapore,processing_center_Sydney,season_Spring,season_Summer,season_Winter,country_avg_processing_time,visa_avg_processing_time,is_peak_season
Rejected,2023,10.0,4,1,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,91.04530612244899,21.166666666666668,0
Rejected,2022,32.0,8,1,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,86.09115384615384,64.710407239819,1
Rejected,2021,102.0,4,3,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,91.66666666666667,64.710407239819,0
Approved,2023,66.0,5,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,84.68085106382979,78.86776859504133,0
Rejected,2023,45.0,1,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,86.09115384615384,64.710407239819,0
Approved,2021,28.0,9,3,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,102.81200000000001,64.710407239819,0
Approved,2024,17.0,1,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,89.8695652173913,25.968503937007874,0
Approved,2024,56.0,7,6,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,92.36850000000001,78.86776859504133,1
Rejected,2021,181.0,12,6,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,84.68085106382979,189.96885496183208,0
Approved,2021,70.0,4,4,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,78.82851851851852,66.85123966942149,0
Approved,2021,22.0,9,0,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,89.8695652173913,21.166666666666668,0
Approved,2024,93.0,4,5,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,83.01923076923077,125.86888888888889,0
Rejected,2023,107.0,11,3,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,88.79054545454547,64.710407239819,0
Approved,2023,51.0,3,6,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,83.47058823529412,66.85123966942149,0
Rejected,2024,14.0,4,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,83.94642857142857,21.166666666666668,0
Approved,2023,19.0,7,6,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,92.36850000000001,25.968503937007874,1
Approved,2022,96.0,7,5,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,75.93181818181819,78.86776859504133,1
Approved,2024,6.0,10,1,4,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,86.09115384615384,21.166666666666668,0
Rejected,2024,63.0,6,6,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,74.15217391304348,78.86776859504133,1
Approved,2024,151.0,6,1,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,83.94642857142857,125.86888888888889,1
Approved,2022,68.0,7,5,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,70.17073170731707,78.86776859504133,1
Approved,2021,182.0,8,6,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,83.01923076923077,125.86888888888889,1
Approved,2023,15.0,6,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,83.01923076923077,21.166666666666668,1
Approved,2023,11.0,8,5,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,74.15217391304348,25.968503937007874,1
Approved,2022,22.0,10,6,4,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,84.24444444444444,25.968503937007874,0
Approved,2022,177.0,9,3,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.79054545454547,125.86888888888889,0
Rejected,2022,143.0,12,2,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,83.74,189.96885496183208,0
Approved,2022,23.0,9,1,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,91.04530612244899,25.968503937007874,0
Approved,2023,14.0,8,1,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,84.68085106382979,25.968503937007874,1
Approved,2023,83.0,11,0,4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,70.17073170731707,64.710407239819,0
Approved,2024,101.0,4,6,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,59.36585365853659,66.85123966942149,0
Approved,2024,85.0,5,5,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,83.94642857142857,64.710407239819,0
Approved,2024,66.0,5,2,2,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,102.81200000000001,125.86888888888889,0
Approved,2021,60.0,2,3,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,88.79054545454547,66.85123966942149,0
Approved,2022,35.0,6,5,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,83.74,64.710407239819,1
Approved,2022,81.0,10,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,78.82851851851852,66.85123966942149,0
Rejected,2021,158.0,9,2,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,91.66666666666667,189.96885496183208,0
Approved,2023,38.0,10,6,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,74.15217391304348,66.85123966942149,0
